heading,content
crunch of snowshoes,
on frozen ice. See,
moonlight reflected on,
"snow, and stars too",
numerous to count. Learn,
"cross-country skiing, snowshoe-",
"ing, safe mountain travel, and",
winter camping in a setting that few will,
ever know or experience. We know what,
you're thinking ... and you're wrong. You,
won't be cold. We show you how to keep,
warm; how to dress using the layered,
principle; how to choose a campsite;,
how to use snow for shelter or in,
sulation; how to navigate in the,
wilderness -- even how to,
sleep in a sleeping bag.,
Take the course. It may be,
one of the most powerful,
experiences of your life. And,
"afterwards, you may never",
be cold again. Call or write,
today for more information.,
Hurricane Island Outward Bound is,
"a non-profit, tax-exempt educational",
"organization, and admits students of any sex,",
"race, color, and national or ethnic origin",
regardless of economic status.,
Hurricane Island Outward Bound School,
Winter Wilderness Program,
5,
P.O. Box 429 PS1,
"Rockland, Maine 04841",(
207,)
594-5548,
W,
Hurricane Island Outward Bound School,
Winter Wilderness Program,
"Friday, February 20,1981",
NEWS,
Page 9,
NEWSFRONT,
WORLD,
Pope gives homily,
on human rights,"Pope John Paul II gave a homi ly on human rights Tuesday in Manila's presidential palace, his host President Ferdinand Marcos seated beside him. Marcos, who is preparing for the upcoming presidential elec tion, ended more than eight years of martial law a month ago. The Pope praised the action as a good sign. The Pope emphasized that "" joint effort of all the citizens builds a truly sovereign nation,"" and urged "" a spirit of mutual respect and civic responsibility."" A large group of cabinet members, judges, dignitaries and political associates of the president made up the audience. None of the political opposition or people who held political office prior to martial law were pres ent. The Pope also visited Karachi, Pakistan Monday. Twenty minutes before he reached the stadium where he said mass, a grenade exploded in a reviewing stand, killing the man holding it and wounding three people near by. Police would not give details about the man or who his target may have been."
No obstacles found,
in Iran agreement,"No substantial legal obstacles regarding the carrying out of the terms negotiated with Iran for the release of the 52 American hostages have been found, ac cording to the Reagan Ad ministration interagency com mittee. The committee review, which took one month to complete, was sent to the White House last weekend for final discussion by President Reagan and a Cabinet- level group. Officials said while the Reagan Administration is un comfortable with some parts of the complex agreement that secured the hostages' release Jan. 20, it is expected to approve it. The completion of the review coincided with the opening of Congressional hearings on the Iran crisis and the terms of the agreement Wednesday."
Polish leader meets,
with East German,"Polish Communist Party leader Stanislaw Kania met with East German leader Erich Honeder Tuesday for talks that included "" certain international problems of the two countries' foreign policies,""  according to the Polish press agency. This visit followed a meeting Sunday between Kania and Gustav Husak, the Czecho slovakian leader. The meetings have been regarded as an effort by the Polish leaders to assure the allied party leaders that Warsaw authorities have the situation concerning the recent Polish Trade Union movements under control."
NATIONAL,
Reagan announces,
new economic plan,"President Reagan urged a new economic program that would cut the size and change the shape of government programs enacted in the past twenty years. In a televised speech to Con gress Wednesday night, Reagan proposed a 10 percent tax cut for 1982 and budget cuts totaling $41.4 billion in 83 major pro grams. The only area where an increase was suggested was in the defense budget. Reagan issued a challenge to those who might criticize the drastic cuts. "" Have they an alter native which offers a greater chance of balancing the budget, reducing and eliminating infla tion, stimulating the creation of jobs and reducing the tax burden?""  he asked."
New auto industry,
rebates announced,"The General Motors Corpora tion and Ford Motor Company announced cash rebate programs that will be the biggest in the history of the auto industry. The decision came Tuesday in re sponse to falling sales and cries for help from automobile dealers. General Motors' payments began that day and will continue until March 19. Payments range from $500 to $700 and apply to in- termediate model cars. The Ford rebate program began Thursday and will run un til March 21, with amounts up to 10 percent off the list price of most midsize and large cars."
LOCAL,
Conrail line study,
planned by county,"Union County's planning com mission will ask the State Depart ment of Transportation to study the county rail lines to find out if there is any possibility of receiv ing federal funds to improve ex isting Conrail lines. The com mission learned recently that some grants exist for rail rehabilitation through SEDA-Council of Governments. If approved, 80 percent of the work would be federally funded, with the remaining 20 percent coming from Conrail, according to Douglas Hovey, planning director. Similar actions were taken recently in Snyder County by of ficials interested in improving the Kreamer to Selinsgrove line."
Slonaker appointed,
fellow in AIChE,Professor and Chairman of the D epartm ent of C hem ical Engineering Robert Slonaker has been named a fellow in the American Institute of Chemical Engineers. Slonaker was elected by his fellow members for his
LIVE MUSIC-,
TONIGHT,
The Return of,
Bill McCloskey,
"Fri., Feb. 20th",
With dinner 8-9:30,
$4.50 minimum,
with snacks 10-11:30?,
$2.00 admission,
Those who dined,
earlier may stay for,
2nd set free.,
FUTURE MUSIC,
"Fri., Mar. 13 -- George",
"Potor, Marsha Gori,",
Joe DeChristopher &,
Friends.,
"Fri., Mar. 27 --",
Lonesome Artie Berkel,
"& Jamie Ernest, Blues",
524-7123,
LUNCH,
MON.-FRI.,
11:30-2:00,
DINNER MON.-SAT.,
OPENS AT 5:00,
28 N. Second St.,
Lewisburg,"con trib u tion to ch em ica l engineering education, both as professor and administrator. A member of the faculty since 1951, he is responsible for developing and teaching new courses in areas such as materials of science, new energy sources and pollution control. Slonaker has had professional experience in industry and Federal Government projects."
East Buffalo hires,
two new policemen,"East Buffalo Township police supervisors announced Feb. 9 that Steven Stettler, 29, and Roger Rivers, 25, are the newest additions to the police force. The two new policemen began work Monday, after a training period with the township's three other officers. The new officers will be paid N $13,500 per year during their six- month probation period. If they complete the probation satisfac torily, their annual salary will in crease to $14,000."
