heading,content
Bison to face Lehigh after 1 -1 week,"By Kirk Peters Staff Writer On Saturday night, Bucknell's men's basketball team will renew its long-standing rivalry with Lehigh University. Once again, a team will travel to Lewisburg from Bethlehem and no one will know whether to call them the Brown and White or the Engineers. Once again, two bus loads of Lehigh fans will make the trip to Davis Gym (Get there around 6:30 so that our dear friends from Steclland won't have anywhere to sit). The event itself will be as physical and intense as always. The only factor left to chance is the outcome. Forward Pat King '92 says there is ""definitely"" a score to settle with Lehigh. The Engineers (after hours of exhausting research 1 have determined that to be their official nickname) have won the last four meetings with the Bison. The streak includes a victory in the semi-finals of last year's East Coast Conference Tournament and one on January 30 in Bethlehem. In the encounter earlier this season, the Breakin' Bison stampeded to a 45-32 half-time lead. However, Lehigh stormed back by shooting 62 percent from the field in the second half. The Engineers were led by Dozie (buy a vowel) Mbonu with 18 and Bob Krizansky with 16. The Bison got 22 from Bill Courtney '92 and 20 from King, but shot only 35.5 percent in the second half. The Engineers are consistently led by the front line of Mbonu, Krizansky, and Jay Hipps. Senior Mike O'Hara provides a three-point threat for Lehigh. The Bison need to play solid interior defense and control the boards to beat the Engineers. The Bison should take an emotional advantage into the game from the pre-game senior recognition ceremonies. Keith Fenton, Steve Leshinski, Mike D iver, Malik Malone, and Rob Joy will be honored. A win by the Bison would mean more than just a nice finale and bragging rights for the seniors, it would also give them a chance to finish in third place in the Patriot League. Several tie-breakers are involved, but if the Bison could beat Lehigh and then Lafayette, they would have a legitimate shot at the third seed in the upcoming Patriot League Tournament. The Bison enter tomorrow night's game coming off a hard- fought victory at Colgate on Wednesday night. The Bison erased a five-point second-half deficit en route to a 70-67 victory. The win insured the Bison their ninth straight winning season under head coach Charlie Woollum. After the game, Woollum expressed his relief to be leaving Hamilton with a win. 'The kids played really well in the last five minutes. We're happy about it We just want to get home now."" Trailing 42-37 early in the second half, the Bison went on a 15- 4 run to take the lead for good. Courtney, who led the Bison with 19 points for the game, had nine points in that stretch. Courtney was 8 for 10 from the charity stripe including some clutch bucketsdownthestretch. Good defense in the Red Raiders final two possessions sealed the game for the Breakin' Bison. With Bucknell up by two with 25 seconds left, Leshinski forced a three second violation with solid defense in the paint. Then, after Courtney hit one free throw, Fenton stole the ball from Jay Armstrong as he was going up for a three pointer that could have tied the game and sent it to overtime. King also had a strong game with 15 points, 10 in the second half, and 9 rebounds. Mike Bright'93 and Paul Olkowski '93 with 14 and 8 respectively, joined King to give the Bison the front court scoring they needed to win. The results from last Saturday's encounter with Fordham were not as rewarding for Bucknell. A scrappy Bison team cut a 12 point second- half deficit to 2 before finally falling to the powerful Rams 69-63. Bright and King led the Bison with 20 and 18 points respectively. The Bison held Damon Lopez to ten points, but were burned by the outside shooting of Dave Buckner, who finished with 16. Peter Ho/File Photo Patrick King '92 and Mike Bright '93 controll the rebound during a game earlier this season against Yale. The two have dominated the boards, ranking fourth and fifth in the League, respectively. Men's ""Tip-Ins"" ' Tomorrow at 1:00 p.m,, Alumni of Bucknell Basketball will play their annual game. Mike Joseph '90 and Chris Seneca '87 head the All-Star cast...Mike Bright '93 received Patriot League Player of the Week honors last week, becoming the third Bison to do so this season...The winner of the season finale between Bucknell and Lehigh has gone on to appear in the conference final each of the past four seasons...Bill Courtney '92 needs two games with 20 or more points to break Gregg Leggett's '90 record for 20-point games in a season."
"Wrestling pins Delaware, Drexel",
Morchetfi becomes first Bison Wrestler to surpasses 100 win plateau,Peter Ho/File Photo Junior Patrick King's hardwork inside has produced 12.3 points per game and a .685 field goal percentage for the Breakin1 Bison.
Women s hoops,
drops two more,"By Todd Bianchine and Dave Riggs Staff Writers The women's basketball team dropped two more games in Patriot League play last week, bringing their overall record to 2-21 with a 1-9 conference record. The losses put the Lady Bison in last place in the league; Lehigh was able to come up with a victory over Lafayette to get out of the cellar. Bucknell will square off against Lehigh tomorrow at 5:15 in Davis Gym for the last home game of the regular season. B ucknel 1 took on Fordham last Saturday, hoping to come up with a big upset over the second place team, but a dry stretch in the second half ended up costing the Lady Bison the game,84-72. The firsttwenty minutes of the game were evenly played between the two squads; the biggest lead held during the half was four points by the Lady Rams. Bucknell went into the locker room down by two and with high hopes of pulling off the upset. ""We just went back and forth in the first half,"" said coach Lori Howard. ""Nobody was able to pull away from each other and we knew we had a shot at winning the game."" The second half started out much the same as the first, with the two teams taking turns leading the ball game. After a Joy Sandler '92 freethrow with 8:23 left to play brought the Lady Bison within four points, the Lady Rams took off, scoring the next nine points to make the score 71-58 with 5:11 left to play. Kelly Dee '94 broke the scoring drought by nailing a three-pointer but it proved to be a little too late as Fordham cruised the rest of the way to take the game 84- 72. ""That scoring drought really killed us,"" said Howard, ""we just couldn't put the ball in the hoop, it was like there was a lid on it or something. If it weren't for that lapse it would have gone down to the wire."" On Wednesday Bucknell took on third place Colgate in Hamilton, N.Y. The Lady Red Raiders were definitely up to the challenge as they jumped all over the Lady Bison early and wenton to a96-82 victory. Colgate ran up a 12-2 lead in the first five minutes, forcing Bucknell to use a timeout, and then they scored 10 more points to make it 22-2 with 12:34 left before Bucknell used another timeout Colgate held the 20-point margin at the end of the half by a score of 52-32. ""We just never got off the bus,"" Howard commented, ""we were just slow and were not play ing really well."" Bucknell played much better in the second half, outscoring Colgate 50-44 in the final 20 minutes. Dec ended up with a game-- and career-- high 25 points, including 3 three- pointers. Julie Bachman GR netted See WOMEN'S HOOPS, page 15 By Jamie Diaferia Staff Writer The B ison grapplers capped off a successful weekend by defeating Delaware on Friday and Drexel on Saturday. The victories give Bucknell a record of 6-8, though coach Bob Ferraro noted that the team is wrestling better than it has all year. The weekend was also highlighted bySeniorTomMarchetti's '91100th and 101st career victories, making him the first person in Bucknell history to break the 100 win barrier. The Bison headed into the Delaware match coming off a string of tough competitions in California over the past month and a half. The losses left Bucknell with a record of 4-8, numbers that, according to Ferraro, are hardly indicative of the truecaliberoftheteam. Thegrapplers proved this by soundly defeating Delaware 49-3 in a meet that included six victories by fall. Wins were recorded by Russ Parker '93 (112 lbs.), John Walizer '91 (126 lbs.), Tim Mead '91 (142 lbs.), Mike Van Doren '92 (150 lbs.), Mike Salone '92 (158 lbs.), Tom Marchetti (168 lbs.), Chris Harvey '91 (177 lbs.), Bryan Bums '91 (190 lbs.), and Ben Myers '92 (heavyweight). The trouncing of Delaware apparently set the tone for Saturday's matchupagainsta tough Drexel team, in which the Bison won 33-13. The match featured wins by Phil Elliot '93, Walizer, Chris Ducas '91, Van See WRESTLING 'atm Captain Bryan Burns 91 pins his Delaware opponant in the 190 lbs. weight class match-up of last Friday'] Peter Ho/The Bucknellian s 49-3 victory."
A,( ) '/
"Vol. 107, No. 3",
"Bucknell University -  Lewisburg, PA 17837",
"March 1, 1991",
"BreakiiY Bison top Army, 67-49",
Bucknell to face,
#,
1 seed Fordham In tourney semis,"By Andrew Cohen StaffWriter A ""Bring Your Own Booze"" (BYOB) policy will be in effect at Bucknell as early as next semester, according to Denis Maguire '93, president of the Inter-fraternity Council. ""It comes right down to li ability. Each national fraternity is a corporation that needs to be insured. The direction which lawsuits are going means that all fraternities are becoming liable for all guests,"" said Maguire. Ed Dadez, associate dean of residential life, explained that the push to BYOB is a result of the risk management policy of Fraternity Insurance Purchasing Group (FTPG) and pressure from nationals. Eleven of the twelve fraternities in IFC are under FIPG or similar risk manage ment policies, said Dadez. The FIPG risk management policy man dates: ""No alcoholic beverages may be purchased through the chapter treasury nor may the purchase of same for members or guests be un dertaken or coordinated by any member in the name of or on behalf of the chapter. The purchase and/or use of a bulk quantity of such alco holic beverage, i.e., kegs, is prohib ited."" Dadez explained that if frater nities violate this policy, although they will be covered, they will most likely be sued by their insurance company if a claim is made. There fore, nationals are exerting a great amount of pressure because they ""are very serious about limiting their liability in alcohol situations."" Maguire noted that ""some houses are getting more pressure than others,"" and that ""nationals are being patient"" for a time. Under a BYOB policy the li- See BYOB, page 2 Ashley Chertkof/The Bucknellian Denis Maguire '93, president of the Inter-fraternity Council, believes that pressure from insurance companies and fraternities' nationals ...:n riio n n A  cn /'iu l lifp sit R iirk n p ll in th e"
"Faculty, students d e b a te",
future of Bucknell ROTC,
University declines to take,
position on incinerator issue,
Sojka encourages campus-wide discussion,"By Bob Ritter StaffWriter Following the recommenda tion of the University Council, President Gary Sojka has decided that the University should not take a policy position on the construction of a hazardous waste incinerator in Gregg Township, in northern Union County. Sojka, however, did make it clear that other organized units of the University are free to articulate a po sition on the controversial project. While Sojka has publicly ad mitted ""real serious personal con cerns"" about the impact of the pro posed project, he believes the critical issue at stake is not the incinerator itself, but whether ""Bucknell should have a stance, and who should make the decision what it is."" Defining the question as ""a matter of figuring out how to proceed,"" Sojka highlighted the University's inclination ""for procedure, and protecting the rights of the individual"" in his emphasis that ""any of the entities"" on campus, such as the faculty, the students or the support staff who wish to take a stand ""should feel free to do so."" Sojka admitted that he ""would wel come discussion on the floor of the faculty, and I would participate in that discussion as part of the fac ulty."" Explaining the complexity of choosing a broad position for the University, Sojka asked, ""What does it mean if you [as an employee] feel different,"" since the University has no overall structure to determine the opinions of the community's mem bers. As an example, Sojka ex plained that, in a faculty vote, dis senting votes are still recorded, while the University does not have such a vehicle available to it. Sojka also questioned the ef fect of a University decision on the issue, questioning whether there is ""more or less impact if Bucknell does it"" than if several groups take independent stands against the project. He also expressed con cerned about the impact on future issues, saying, ""If you start a prece dent, its worrisome."" Charles Sackrey, associate professor of economics and an active member of Organizations United for the Environment (OUE), the citi zens' group opposing the incinera tor, believes that the University has already set a precedent. Noting that the Board of Trustees voted in 1986 to divest from companies doing business in South Africa, Sackrey said, ""On the level of political issues, its perfeedy analogous. In principle, what's the difference?"" Like the apartheid contro versy, Sackrey called the current question ""a decision to join a politi cal struggle on one side instead of the other. There have to be things in the external world the University See INCINERATOR, page 2 Colin Bridgewater/The Bucknellian President Gary Sojka explained that the University would not be tak ing a stand on the incinerator issue out of concern for ""the rights of the individual.'' By Bob Minnich StaffWriter Students, faculty, and admin istrators discussed the future of the Reserve Officer Training Corps (ROTC) program at Bucknell in two public forums this week. Discussion focused primarily on the military's policy of not allowing homosexuals into the armed forces and the finan cial impact of losing ROTC schol arship money if the University sev ers ties with the organization. Lieutenant Colonel Thomas Maclver, head of the University's ROTC program, addressed the issue of scholarships, stating that ROTC scholarships pay 80 percent of a cadet's college tuition and fees. At Monday's forum, Maclver stated that ROTC pays over $600,000 an nually to Bucknell, money that pro vides scholarship funds to students who have agreed to enter the armed forces after graduation. Richard Skelton, dean of en rollment planning and a ROTC graduate, added that while 44 of the 63 Bucknell cadets receive financial aid from ROTC, only six get supplementary forms of aid from the University. The cost of replacing the potential loss would be approxi mately $75,000. He saidthe loss would be a ""drain"" on the Univer sity. Skelton expressed concern that the loss of any student because of the inability to replace scholarship funds would hurt middle income families the hardest. The diversity of the stu dent body would be diminished if any ROTC students had to transfer for financial reasons and, according to Skelton, Bucknell could not re place them with students of an equal academic caliber. Skelton said he ""feels that the loss of any student is inreplaceable."" The second major issue ad dressed at the public forums was the Department of Defense's policy against admitting homosexuals into the armed forces. Susan Zingale, assistant director of residential life for developmental programs, said that she and other members of FLAG (Friends of Lesbians and Gays) be lieve that the Defense Department policy is a ""blatant act of discrimi nation."" Zingale said that despite the policy, FLAG does not advocate disassociation from ROTC. Two ROTC cadets also spoke, giving their opinions of the program. Joseph Locascio '91 and Amanda Stone '91 spoke of the importance of the program to them and to the Bucknell community. Locascio stressed the leadership qualities en couraged and developed through ROTC, saying that he has ""learned See PUBLIC FORUMS, page 2 Colin Bridgewater/The Bucknellian Larry Shinn, vice president for academic affairs, along with Barry Maxwell,vice president for administration, attended the ROTC public forums this week. By Chris Drowne StaffWriter Behind a stifling defense, the Breakin' Bison shut down fifth- seeded Army yesterday, 67-49 to advance into the second round of the Patriot League Tournament at Holy Cross. For the twelfth time in 15 post-season tournaments, Head Coach Charlie Woollum has the Bison in the second round. The defense held the Cadets to just 31 percent field goal shoot ing. At the other end of the court, Bucknell shot 53 percent and built up as much as an 18-point lead. ""We were patient on defense, and we did not try to steal the ball,"" commented Woollum. The only concern the Bison had coming into the game was whether or not Army Head Coach Tom Miller could pull off another post-season miracle. As Colorado's coach last season, Miller took the Buffs, who had not won a conference game all season, to the Big Eight Conference Finals. No such luck this time. When Army's leading scorer, James Collins went down with a knee injury midway through the second half, the Cadets looked to Patriot League Rookie of the Year Dave Ardayfio for their points. But, Steve Leshinski '91 held him to just eight points. After the game, Bill Courtney '92 explained that the key to the Bison win was that ""we kept our composure, we were patient, and we played our game."" Courtney's 16 points led four Bucknell players in double figures. He was also one of six Bison to record a blocked shot. See MEN'S HOOPS, page 16"
